legacy_path	area	page_name	page_title	purpose_hint	user_type	permission_keys	scope_evidence	tables	forms	actions	statuses	attachments	print_pdf	linked_php	ajax	public_token_candidate	reachability	activity	evidence
rep_12.php	root	rep_12		rep 12	authenticated/unknown		branch	ac_constraints,branches,companies_groups,duty_period,ra_users,rep_12_complainant_action,rep_12_complainant_classification,rep_12_complainant_reason,rep_12_complainant_side,rep_12_complainant_sms_status,report_12,report_12_complainant,report_12_complainant_sms,report_12_complainant_suspended	<?php echo $sectionPage;?>	reply		no	yes	header.inc.php,rep_12.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
rep_12_complainant_sms.php	root	rep_12_complainant_sms		rep 12 complainant sms	authenticated/unknown			rep_12_complainant_sms_reason,rep_12_complainant_sms_status		delete	1	no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php	yes	review	outbound-linked	unknown	ajax
rep_15.php	root	rep_15		rep 15	authenticated/unknown		branch	ac_constraints,branches,branches_area,companies_groups,duty_period,ra_users,rep15_maintenance_departments,rep15_maintenance_departments_sections,report_1,report_15_elevator,report_15_support_services	<?php echo $sectionPage;?>	approve		yes	yes	header.inc.php,rep_15.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_3.php	root	rep_3		rep 3	authenticated/unknown		branch	ac_constraints,branches,companies_groups,duty_period,employees_attendance,ra_users,rep3_objection_court_direction,rep3_orders_type,rep3_payer_name_type,rep3_request_type,report_1,report_2_patients_bond_signed,report_2_previous_paid,report_3_case_filed_government,report_3_pending_claims_report,report_3_report_cases_filed_general_court	<?php echo $sectionPage;?>			yes	yes	header.inc.php,rep_3.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_7.php	root	rep_7	- فرع	rep 7	authenticated/unknown		branch	ac_constraints,branches,branches_area,companies_groups,duty_period,employees_attendance,maintenance_request_type,ra_users,rep7_maintenance_departments,rep7_maintenance_type,report_1,report_7_patient,report_7_reasons,report_7_support_services,report_7_type,suspending_medical_reports	<?php echo $sectionPage;?>			yes	yes	header.inc.php,rep_7.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_8.php	root	rep_8		rep 8	authenticated/unknown		branch	ac_constraints,branches,companies_groups,duty_period,ra_users,rep1_payment_type,rep8_came_from,rep8_not_conact_reasons,rep8_not_contact,rep8_operation_cancel,rep8_operation_cancel_reason,report_6,specialization	<?php echo $sectionPage;?>	approve	1,2	no	yes	header.inc.php,rep_8.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
rep_answer.php	root	rep_answer	HH-GovernmentـreportsAnswer	rep answer	authenticated/unknown			arch_fi,g_view,lawsuit_payment_type,rep_s,rep_ss,rep_st	/rep_answer.php?id=	create,update	2	yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,archives_answer.php,Government_mas.php,rep_answer.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; file handling/ref
rep_becuse.php	root	rep_becuse	الختم الرسمي	rep becuse	authenticated/unknown		branch	archives_view,companies_groups,countries,g_data,g_view,html,lawsuit_payment_type,ra_users,rep_s,rep_ss		create,update	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,Government_reportss_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
rep_emp_10.php	root	rep_emp_10		rep emp 10	authenticated/unknown		branch	ac_constraints,branches,companies_groups,duty_period,employees_attendance,maintenance_request_type,notice_type,pending_emp_10_orders,ra_users,rep10_maintenance_departments,rep10_maintenance_type,rep10_suspension_actions,rep1_suspension_reasons,report_1,report_emp_10_patient,report_emp_10_support_services	<?php echo $sectionPage;?>	approve	1,2	yes	yes	header.inc.php,rep_emp_10.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_emp_5.php	root	rep_emp_5		rep emp 5	authenticated/unknown		branch	ac_constraints,branches,branches_area,companies_groups,duty_period,employees_attendance,maintenance_request_type,notice_type,ra_users,rep10_maintenance_departments,rep10_maintenance_type,rep5_canceling_transferring_reasons,report_5,report_emp_5_canceling_transferring_reasons,report_emp_5_support_services,revenue_deficit_emp_5,specialization	<?php echo $sectionPage;?>	approve		yes	yes	header.inc.php,rep_emp_5.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_emp_5Bk.php	root	rep_emp_5Bk		rep emp 5Bk	authenticated/unknown		branch	ac_constraints,branches,companies_groups,duty_period,employees_attendance,notice_type,ra_users,report_5,report_emp_5_patient,revenue_deficit_emp_5	<?php echo $sectionPage;?>	approve		no	yes	header.inc.php,rep_emp_5.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
rep_emp_6.php	root	rep_emp_6		rep emp 6	authenticated/unknown		branch	ac_constraints,branches,companies_groups,duty_period,maintenance_request_type,ra_users,report_6,report_emp_support_services,support_services,support_services_departments	<?php echo $sectionPage;?>	approve		yes	yes	header.inc.php,rep_emp_6.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_emp_7.php	root	rep_emp_7	- فرع	rep emp 7	authenticated/unknown		branch	ac_constraints,branches,branches_area,companies_groups,duty_period,employees_attendance,ra_users,report_1,report_7_patient,report_7_reasons,report_7_type,suspending_medical_reports	<?php echo $sectionPage;?>			no	yes	header.inc.php,rep_emp_7.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
rep_emp_9.php	root	rep_emp_9		rep emp 9	authenticated/unknown		branch	ac_constraints,branches,branches_area,branches_departments,companies_groups,duty_period,employees_attendance,maintenance_request_type,ra_users,rep9_actions,rep9_notice,rep9_section,report_1,report_emp_9_report,report_emp_9_support_services,support_services,support_services_departments	<?php echo $sectionPage;?>	approve		yes	yes	header.inc.php,rep_emp_9.php,index.php,journal_entries.php,header_print.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_m.php	root	rep_m		rep m	authenticated/unknown							no	no		no	review	unresolved	unknown	
rep_reply.php	root	rep_reply	الختم الرسمي	rep reply	authenticated/unknown		branch	archives_view,companies_groups,countries,g_data,g_view,html,lawsuit_payment_type,ra_users,rep_s,rep_ss		create,update,reply	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,Government_reportss_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
rep_s.php	root	rep_s		rep s	authenticated/unknown		branch	rep_s	/archives_sit.php,rep_s.php?id=<?php echo (int)$id; ?>_0,rep_s.php?id=<?php echo (int)$id; ?>_1,/rep_s.php	create,update		no	no	header.inc.php,Governmentـreportss.php,sms_class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,rep_s.php,archives_sit.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax
rep_ss.php	root	rep_ss	Al Hammadi Hospitals Group	rep ss	authenticated/unknown		branch	archives_sit,archives_view,branches_departments,companies_groups,countries,department_sender_email,g_data,lawsuit_payment_type,rep_s,rep_sfi,rep_ss,rep_st,sits_rep	/rep_ss.php,<?php echo $pagename; ?>	create,update,delete,send,reply	1,2,3,4	yes	yes	header.inc.php,autoload.php,sms_class.php,Shortener.class.php,yakeen_v1.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,rep_ss.php,rep_becuse.php,rep_s.php,rep_sss.php,rep_sts.php,rep_reply.php,G_retrun.php,rep_stspdf.php,fliter_reportss.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rep_sss.php	root	rep_sss		rep sss	authenticated/unknown			lawsuit_payment_type,ra_users,rep_s,rep_ss,rep_st			3,2,1,4	no	no	header.inc.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax
rep_sts.php	root	rep_sts	الختم الرسمي	rep sts	authenticated/unknown		branch	archives_view,companies_groups,countries,g_data,g_view,html,lawsuit_payment_type,ra_users,rep_s,rep_ss		create,update,reply	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,Government_reportss_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
rep_stspdf.php	root	rep_stspdf	الختم الرسمي	rep stspdf	authenticated/unknown			archives_view,companies_groups,countries,g_data,g_view,html,lawsuit_payment_type,ra_users,rep_s,rep_ss		create,update,reply	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,Government_reportss_pdf.php,rep_answer.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
report_10.php	root	report_10		report 10	authenticated/unknown		branch	branches_area,branches_service_type,duty_period,employees_attendance,helper,maintenance_request_type,notice_type,pending_orders,rep10_maintenance_departments,rep10_suspension_actions,rep10_suspension_reasons,report_10,report_10_patient,report_10_support_services,report_1_patient	report_10.php	create,update,delete,approve,send	4	yes	yes	header.inc.php,report_10.php,rep10_support_service.php,empty.php,sendsoundajax.php,rep10_maintenance_type_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_12.php	root	report_12		report 12	authenticated/unknown		branch	branches_area,helper,maintenance_request_type,notice_type,ra_users,report_12,report_12_patient,support_services_all,support_services_departments	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,report_12.php,support_service_item.php,empty.php,sendsoundajax.php,footer.inc.php,maintenance_type_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_15.php	root	report_15		report 15	authenticated/unknown		branch	branches_area,centeral_sections,duty_period,emergency_calls_codes,employees_attendance,helper,maintenance_request_type,rep15_maintenance_departments,report_15,report_15_elevator,report_15_support_services	report_15.php	create,update,delete,send	4	yes	yes	header.inc.php,report_15.php,rep15_elevator.php,empty.php,sendsoundajax.php,rep10_support_service.php,rep15_maintenance_departments_sections_grap.php,emergency_calls_codes_reasons_grap.php,emergency_calls_codes_responsibles_grap.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_2.php	root	report_2		report 2	authenticated/unknown		branch	action_taken,approving_bodies,branches,branches_departments,duty_period,notice_type,ra_users,rep1_ehala_non_approval_reason,rep1_keeping_body_in_mortuary,rep1_more_than_two_hours_reasons,rep1_suspension_reasons,rep2_amont_due_reasons,rep2_amount_due_action,rep2_not_signing_pledge_to_pay_reasons,report_2_no_pledge_pay,report_2_owed_amount,report_2_patients_bond_signed,report_2_previous_paid,report_2_revenue_deficit	<?php echo $pagename;?>	create,delete,approve,send	4	yes	yes	header.inc.php,report_2.php,rep2_amounts_due.php,empty.php,sendsoundajax.php,rep2_no_pledge_to_pay.php,rep2_patient_have_signed_order_bond.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_3.php	root	report_3		report 3	authenticated/unknown		branch	action_taken,approving_bodies,branches,branches_departments,companies_groups,duty_period,notice_type,ra_users,rep1_ehala_non_approval_reason,rep1_keeping_body_in_mortuary,rep1_more_than_two_hours_reasons,rep1_suspension_reasons,rep2_amont_due_reasons,rep2_amount_due_action,rep2_not_signing_pledge_to_pay_reasons,rep3_objection_court_direction,rep3_orders_type,rep3_payer_name_type,rep3_request_type,report_3_case_filed_government,report_3_pending_claims_report,report_3_report_cases_filed_general_court,report_3_revenue_deficit	<?php echo $pagename;?>	create,delete,approve,send	4	yes	yes	header.inc.php,report_3.php,footer.inc.php,rep3_objection_court_direction.php,empty.php,sendsoundajax.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_4.php	root	report_4		report 4	authenticated/unknown		branch	branches_departments,notice_type,report_1_patient,report_4	report_4.php	create,update,delete		no	yes	header.inc.php,report_4.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
report_7.php	root	report_7		report 7	authenticated/unknown		branch	branches_area,duty_period,employees_attendance,helper,maintenance_request_type,rep7_maintenance_departments,report_7_errors_describe,report_7_patient,report_7_reasons,report_7_support_services,report_7_type,suspending_medical_reports	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,report_7.php,rep7_support_service.php,empty.php,sendsoundajax.php,rep7_maintenance_type_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_8.php	root	report_8		report 8	authenticated/unknown		branch	branches_area,branches_service_type,duty_period,maintenance_request_type,notice_type,rep10_maintenance_departments,rep10_suspension_actions,rep10_suspension_reasons,rep1_payment_type,rep8_came_from,rep8_not_conact_reasons,rep8_not_contact,rep8_operation_cancel,rep8_operation_cancel_reason,report_8,specialization	report_8.php	create,delete,approve,send	4	no	yes	header.inc.php,report_8.php,empty.php,rep8_send_sms.php,sendsoundajax.php,rep8_operation_cancel.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
report_emp_10.php	root	report_emp_10		report emp 10	authenticated/unknown		branch	branches_area,branches_service_type,duty_period,helper,maintenance_request_type,notice_type,pending_emp_10_orders,rep10_maintenance_departments,rep10_suspension_actions,rep10_suspension_reasons,report_1_patient,report_emp_10,report_emp_10_patient,report_emp_10_support_services	report_emp_10.php	create,update,delete,approve,send	4	yes	yes	header.inc.php,report_emp_10.php,rep10_support_service.php,empty.php,sendsoundajax.php,rep10_maintenance_type_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_emp_5.php	root	report_emp_5		report emp 5	authenticated/unknown		branch	branches_area,duty_period,helper,maintenance_request_type,notice_type,ra_users,rep5_canceling_transferring_reasons,rep5_maintenance_departments,report_emp_5_canceling_transferring_reasons,report_emp_5_support_services,revenue_deficit_emp_5,specialization	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,report_emp_5.php,footer.inc.php,rep5_support_service.php,empty.php,sendsoundajax.php,rep5_maintenance_type_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_emp_6.php	root	report_emp_6		report emp 6	authenticated/unknown		branch	branches_area,duty_period,helper,maintenance_request_type,notice_type,ra_users,rep5_canceling_transferring_reasons,report_emp_6_canceling_transferring_reasons,report_emp_support_services,revenue_deficit_emp_5,support_services_departments	<?php echo $pagename; ?>	create,delete,send	4	yes	yes	header.inc.php,report_emp_6.php,footer.inc.php,support_service_item.php,empty.php,sendsoundajax.php,support_services_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_emp_9.php	root	report_emp_9		report emp 9	authenticated/unknown		branch	branches_area,branches_service_type,duty_period,employees_attendance,helper,maintenance_request_type,notice_type,rep10_suspension_actions,rep10_suspension_reasons,rep9_section,report_emp_9,report_emp_9_report,report_emp_9_support_services,support_services_departments	report_emp_9.php	create,update,delete,send	4	yes	yes	header.inc.php,report_emp_9.php,rep10_support_service.php,empty.php,sendsoundajax.php,support_services_grap.php,rep9_notice_grap.php,rep9_action_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
report_pege.php	root	report_pege	نموذج استلام تقرير طبي	report pege	authenticated/unknown		branch	briefing,briefing_view,department_sender_email,g_data,report,report_types,report_typess,type_report	/report_pege.php	create,update,delete,send	4	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,report_pege.php,t_pdf.php,r_pdf.php,G_answerNN.php,reports_input.php,sendsoundajax.php,fliter_reportss.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
reports_input.php	root	reports_input		reports input	authenticated/unknown							no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php	no	review	outbound-linked	unknown	
resignation_pdf.php	root	resignation_pdf		resignation pdf	authenticated/unknown		branch	bottom,branches,html,personnel_manager,ra_users,resignation_request		update,reply		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,resignations_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
resignation_request.php	root	resignation_request	طلب إستقالة	resignation request	authenticated/unknown		branch	city,functin,if,resignation_request	<?php echo $pagename; ?>,<?php echo $pagename; ?>?id=<?php echo (int)$exists->id; ?>&do=delete	create,update,delete,approve,send,reply	4,2	no	yes	header.inc.php,resignation_request.php,sendsoundajax.php,resignation_pdf.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
revision-notice-pdf.php	root	revision-notice-pdf		revision notice pdf	authenticated/unknown		company,branch	booking_period,bottom,branches,companies_groups,data,html,ra_users,revision_notice,room_type		update,reply		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,revision_notice_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
revision_notice.php	root	revision_notice	إشعار مراجعه	revision notice	authenticated/unknown		branch	functin,if,ra_users,revision_notice	<?php echo $pagename; ?>,<?php echo $pagename; ?>?id=<?php echo (int)$exists->id; ?>&do=delete	create,update,delete,send,reply	4	no	yes	header.inc.php,revision_notice.php,sendsoundajax.php,revision_notice_pdf.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
revision_notice_pdf.php	root	revision_notice_pdf		revision notice pdf	authenticated/unknown		company,branch	booking_period,bottom,branches,companies_groups,data,html,ra_users,revision_notice,room_type		update,reply		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,complaints_pdf.php,revision_notice_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
rr.php	root	rr	HH	rr	authenticated/unknown		branch	g_branch,g_files,g_users,incident_report_form_doctors,report,sms_archive,training	rr.php?id=	create,update,send	2	yes	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,GovernmentـreportsAnswer.php,rrr.php,rr.php,training_sn.php,r_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
rrr.php	root	rrr		rrr	authenticated/unknown			doctors_agreement,report		update,approve,send		yes	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,Government_mas.php,rrr.php,r_pdf.php,training_pdf.php,DoctorAgreemen2.php	yes	review	outbound-linked	unknown	form; ajax; print/pdf; file handling/ref
sadq/callback.php	sadq	callback		callback	authenticated/unknown			error,medical_services_agreement_sadq_transactions,pdfbase64,promissory_note_transactions		update,reject		yes	no	config.php	no	review	outbound-linked	unknown	file handling/ref
service_coverage_memo.php	root	service_coverage_memo	إشعار حالة الموافقة على تغطية الخدمات الطبية	service coverage memo	authenticated/unknown		branch	certificate_upload,functin,if,memo,memo_attachments,ra_users,service_coverage_memo,service_coverage_memo_send_to,service_coverage_memo_types,sms_archive,sms_sender_name	./complaints.php,<?php echo $pagename; ?>	create,update,delete,send,reply	4	yes	yes	header.inc.php,service_coverage_memo.php,sms_class.php,Shortener.class.php,coverage.php,SL.php,sendsoundajax.php,complaints.php,service_coverage_memo_form.php,service_coverage_memo_reciever.php,service_coverage_memo_pdf.php,footer.inc.php	yes	review	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
service_coverage_memo_form.php	root	service_coverage_memo_form		service coverage memo form	authenticated/unknown					create		no	no	hr_session.php,config.php	no	review	outbound-linked	unknown	
service_coverage_memo_pdf.php	root	service_coverage_memo_pdf		service coverage memo pdf	authenticated/unknown		branch	branches,companies_groups,html,ra_users,service_coverage_memo,service_coverage_memo_send_to,service_coverage_memo_types		send		yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
service_coverage_memo_reciever.php	root	service_coverage_memo_reciever		service coverage memo reciever	authenticated/unknown		branch	companies_groups,service_coverage_memo,service_coverage_memo_send_to		send		no	no	hr_session.php,config.php,functions.php,yakeen_v1.class.php	yes	review	outbound-linked	unknown	ajax
service_details.php	root	service_details		service details	authenticated/unknown			service_packages,service_packages_attachments,services_sections	<?php echo $pagename; ?>?id=<?php echo $id;?>			yes	yes	header.inc.php,service_details.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
services_locations_details.php	root	services_locations_details		services locations details	authenticated/unknown			insurance_companies,services_locations,services_locations_packages				no	yes	header.inc.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
settings.php	root	settings		settings	authenticated/unknown		branch			send		no	no	header.inc.php,comlaints_subsctions.php,comlaints_subsctions_emails.php,comlaints_employees_emails.php,comlaints_sender_email.php,government_circulars_sections.php,government_circulars_sections_administrators.php,corporate_communications_senderTitle.php,government_circulars_issuing_authority.php,government_circulars_issuing_authority_classification.php,government_circulars_receiving_mechanism.php,governmentsc.php,governmentscc.php,corporate_communications_outgoing_letters_template_form.php,hospital_admission_consent_template_form.php,users.php,department_sender_email.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard
setup_db.php	root	setup_db		setup db	authenticated/unknown							no	no		no	review	unresolved	unknown	
shift_schedule.php	root	shift_schedule		shift schedule	authenticated/unknown			a,api,app,calender,clinician_hospitals,clinicians,currentevents,event,existing,shift_schedule,specialized_clinics,there		create,update,delete	200,201	no	yes	header.inc.php,footer.inc.php,shift_schedule.php,update_shift_schedule.php,delete_shift_schedule.php,add_shift_schedule.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
signature.php	root	signature	لوحة التوقيع	signature	authenticated/unknown			signatuers		create		yes	no	header.inc.php,footer.inc.php,signature.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; file handling/ref
signature/index.php	signature	index	Signature Pad	index	authenticated/unknown			signatuers		create		yes	no	hr_session.php,config.php	no	review	menu	unknown	form; file handling/ref
sit2.php	root	sit2		sit2	authenticated/unknown		branch	functin,sit2	/sit2.php,sit2.php?id=<?php echo (int)$id; ?>_0,sit2.php?id=<?php echo (int)$id; ?>_1	create,update		no	no	header.inc.php,Governmentـreportss.php,sms_class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,sit2.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax
sit_answerpdf.php	root	sit_answerpdf	الختم الرسمي	sit answerpdf	authenticated/unknown		branch	companies_groups,g_data,g_view,lawsuit_payment_type,ra_users,sits_rep		create,update	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,G.php,Government_reportss_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sit_beuse.php	root	sit_beuse	الختم الرسمي	sit beuse	authenticated/unknown		branch	companies_groups,g_data,g_view,lawsuit_payment_type,ra_users,sit_view,sits_rep		create,update	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,G.php,Government_reportss_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sit_pdfs.php	root	sit_pdfs	الختم الرسمي	sit pdfs	authenticated/unknown		branch	companies_groups,g_data,g_view,lawsuit_payment_type,ra_users,sit_view,sits_rep		create,update	2	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,G.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sit_rep.php	root	sit_rep		sit rep	authenticated/unknown		branch	sit2,sit_rep	/sit_rep.php,sit_rep.php?id=<?php echo (int)$id; ?>_0,sit_rep.php?id=<?php echo (int)$id; ?>_1	create,update,send		no	no	header.inc.php,Governmentـreportss.php,sms_class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,sit_rep.php,sit2.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax
sit_rep2.php	root	sit_rep2	Al Hammadi Hospitals Group	sit rep2	authenticated/unknown		branch	archives_sit,companies_groups,department_sender_email,g_data,lawsuit_payment_type,sit2,sit_fi,sit_files,sit_rep,sit_timeline,sit_view,sits_rep	/sit_rep2.php,<?php echo $pagename; ?>	create,update,delete,send	1,2,3,4	yes	yes	header.inc.php,autoload.php,sms_class.php,Shortener.class.php,yakeen_v1.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,sit_rep2.php,sit_beuse.php,sit_rep.php,sits_rep.php,stis_view.php,sit_pdfs.php,sit_answerpdf.php,G_retrun.php,sits_phone.php,sits_email.php,fliter_reportss.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
sits_answer.php	root	sits_answer	HH-GovernmentـreportsAnswer	sits answer	authenticated/unknown			g_view,lawsuit_payment_type,sit_fi,sit_timeline,sits_rep	/sits_answer.php?id=	create,update	2	yes	no	hr_session.php,config.php,functions.php,form_token.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,archives_answer.php,Government_mas.php,sits_answer.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; file handling/ref
sits_email.php	root	sits_email	الختم الرسمي	sits email	authenticated/unknown		branch	companies_groups,g_data,g_view,lawsuit_payment_type,ra_users,sit_view,sits_rep		create,update	2,1	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,G.php,Government_reportss_pdf.php,tcpdf_include.php,sits_answer.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sits_pdf.php	root	sits_pdf		sits pdf	authenticated/unknown							no	yes		no	review	unresolved	unknown	print/pdf
